T34,T58,T172,T160,T161,T12,T147,T113,T162,T173,T48,T281,T102,T124,T22,T318,T780,T258,T123,T11,T183,T305,T270,T23,T199,T317,T233,T9,T781,T344,T282,T293,T159,T60,T206,T100,T348,T343,T148,T197,T35,T170,T269,T111,T112,T241,T21,T193,T345,T213,T45,T59
MEG_1876|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4406|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,2.0,0,0,0,2.0,2.0,2.0,0,0,0,0,4.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
MEG_7201|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,3.0,0,2.0,2.0,2.0,0,0,0,0,2.0,2.0,31.0,0,0,0,6.0,0,7.0,0,0,0,15.0,40.0,0,2.0,26.0,2.0,0,0,14.0,4.0,42.0,4.0,0,0,0,0,28.0,0,0,0,0,24.0,0,0,0,2.0,0,6.0,0,0,0
MEG_8301|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,0,2.0,10.0,2.0,2.0,4.0,6.0,2.0,4.0,4.0,10.0,4.0,0,2.0,4.0,1.0,4.0,2.0,0,2.0,4.0,8.0,2.0,0,0,0,0,0,2.0,2.0,4.0,10.0,0,2.0,0,0,6.0,4.0,0,0,4.0,16.0,6.0,0,2.0,2.0,0,4.0,2.0,0,2.0
MEG_2568|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_8513|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,2.0,4.0,2.0,0,8.0,0,0,4.0,0,4.0,0,0,0,6.0,0,0,0,0,4.0,5.0,4.0,0,0,4.0,2.0,0,0,4.0,2.0,0,6.0,0,0,0,0,2.0,2.0,0,0,2.0,6.0,2.0,0,0,2.0,0,4.0,0,2.0,0
MEG_3232|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,2.0,2.0,8.0,4.0,2.0,2.0,7.0,2.0,10.0,0,9.0,2.0,0,2.0,12.0,0,10.0,2.0,0,7.0,6.0,14.0,1.0,2.0,4.0,2.0,4.0,2.0,13.0,4.0,22.0,26.0,2.0,0,2.0,0,12.0,2.0,0,0,4.0,29.0,4.0,2.0,0,2.0,0,10.0,0,2.0,6.0
MEG_6980|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TET37,2.0,0,2.0,6.0,2.0,2.0,0,0,0,4.0,0,6.0,5.0,0,0,4.0,0,2.0,0,0,4.0,4.0,4.0,0,4.0,4.0,0,0,0,6.0,2.0,4.0,2.0,0,0,4.0,0,4.0,0,0,0,3.0,4.0,3.0,0,2.0,0,0,2.0,0,0,4.0
MEG_2156|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2550|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,2.0,0,4.0,2.0,0,0,2.0,2.0,0,4.0,0,10.0,4.0,0,0,2.0,0,2.0,0,0,6.0,0,4.0,0,0,2.0,0,0,0,6.0,6.0,6.0,6.0,0,0,0,0,8.0,0,0,0,0,20.0,4.0,0,0,0,0,4.0,0,0,2.0
MEG_8071|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE,0,0,2.0,0,0,0,0,0,0,2.0,0,4.0,0,0,0,2.0,0,0,0,0,2.0,4.0,0,0,2.0,2.0,0,0,0,4.0,6.0,5.0,0,2.0,0,0,0,2.0,0,0,0,2.0,12.0,0,0,0,0,0,2.0,0,0,0
MEG_8666|Drugs|betalactams|Class_A_betalactamases|ROB,2.0,0,0,4.0,2.0,0,0,2.0,0,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,2.0,0,0,0,0,0,0,4.0,0,0,0,0,6.0,0,0,0,4.0,0,0,0,2.0,0,0,0,0,0,0
MEG_1242|Drugs|betalactams|Class_A_betalactamases|BLAA,45.0,8.0,26.0,38.0,25.0,24.0,43.0,35.0,20.0,50.0,22.0,88.0,34.0,22.0,20.0,45.0,7.0,40.0,17.0,4.0,35.0,61.0,82.0,27.0,26.0,49.0,21.0,22.0,0,50.0,51.0,67.0,54.0,16.0,8.0,30.0,0,50.0,32.0,6.0,18.0,26.0,113.0,37.0,17.0,12.0,29.0,15.0,31.0,22.0,40.0,28.0
MEG_7846|Metals|Zinc_resistance|Zinc_resistance_protein|ZEVB,2.0,0,2.0,0,0,0,0,2.0,0,4.0,0,8.0,0,0,0,0,0,0,0,0,2.0,6.0,6.0,0,0,4.0,2.0,0,0,8.0,0,6.0,0,0,0,2.0,0,6.0,0,0,0,0,8.0,0,2.0,2.0,0,0,0,0,0,0
MEG_4677|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7956|Drugs|betalactams|Class_C_betalactamases|ADC,2.0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0
MEG_3566|Drugs|betalactams|Class_A_betalactamases|LEN,0,0,2.0,8.0,2.0,2.0,0,2.0,0,4.0,0,4.0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,4.0,0,0,2.0,0,0,0,0,0,0,8.0,2.0,2.0,0,0,0,0,0,0,0
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,8.0,0,2.0,14.0,6.0,2.0,4.0,112.0,4.0,134.0,4.0,18.0,2.0,6.0,6.0,9.0,6.0,15.0,6.0,0,17.0,16.0,31.0,6.0,2.0,16.0,3.0,1.0,0,21.0,12.0,16.0,386.0,4.0,0,2.0,0,21.0,4.0,2.0,11.0,8.0,89.0,6.0,21.0,2.0,4.0,0,10.0,4.0,6.0,22.0
MEG_8477|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,2.0,6.0,3.0,4.0,4.0,4.0,0,9.0,0,8.0,2.0,0,2.0,2.0,0,2.0,2.0,0,2.0,0,0,4.0,0,0,0,2.0,0,0,2.0,2.0,2.0,0,0,4.0,0,0,4.0,0,4.0,3.0,2.0,4.0,0,0,0,0,2.0,0,2.0,2.0
MEG_674|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0
MEG_2738|Drugs|MLS|23S_rRNA_methyltransferases|EMTA,0,0,0,2.0,2.0,0,0,7.0,0,2.0,0,4.0,0,0,2.0,2.0,0,2.0,2.0,0,2.0,4.0,9.0,2.0,0,6.0,0,2.0,0,4.0,4.0,8.0,10.0,0,0,2.0,0,12.0,0,0,0,0,12.0,2.0,0,0,0,0,4.0,0,4.0,0
MEG_4034|Drugs|MLS|Macrolide_phosphotransferases|MPHC,0,0,0,4.0,0,0,0,0,0,2.0,0,2.0,0,0,0,2.0,0,0,0,0,0,17.0,16.0,0,1.0,5.0,2.0,0,0,5.0,0,13.0,2.0,0,0,0,0,8.0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0
MEG_3535|Drugs|betalactams|Class_A_betalactamases|LAP,0,0,0,0,0,0,0,0,0,4.0,0,10.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,2.0,0,0,0
MEG_7773|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,2.0,0,0,2.0,0,0,0,3.0,0,6.0,0,2.0,4.0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,2.0,0,6.0,6.0,0,0,0,0,0,0,0,0,4.0,0,4.0,0,2.0,0,0,2.0,0,0,2.0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,71.0,0,18.0,320.0,52.0,31.0,2.0,12.0,4.0,68.0,3.0,189.0,31.0,0,11.0,50.0,32.0,22.0,4.0,0,9.0,309.0,396.0,5.0,3.0,219.0,0,3.0,0,77.0,56.0,432.0,46.0,6.0,0,37.0,0,75.0,0,0,2.0,63.0,178.0,24.0,5.0,16.0,14.0,5.0,45.0,6.0,19.0,7.0
MEG_5293|Drugs|betalactams|Class_A_betalactamases|OXY,6.0,2.0,0,10.0,6.0,5.0,6.0,11.0,2.0,10.0,2.0,18.0,2.0,4.0,8.0,10.0,0,8.0,6.0,0,8.0,2.0,12.0,4.0,4.0,4.0,2.0,4.0,0,6.0,4.0,11.0,2.0,0,0,4.0,0,4.0,2.0,0,0,4.0,26.0,4.0,6.0,0,6.0,0,4.0,2.0,4.0,0
MEG_5922|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3266|Drugs|betalactams|Class_B_betalactamases|HMB,0,0,2.0,2.0,0,0,4.0,0,0,8.0,0,8.0,6.0,2.0,2.0,0,0,2.0,0,0,6.0,4.0,6.0,0,0,4.0,0,0,0,6.0,6.0,2.0,4.0,0,0,0,0,8.0,0,0,0,2.0,12.0,2.0,6.0,0,2.0,0,0,2.0,2.0,2.0
MEG_1075|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,2.0,0,0,4.0,0,0,0,2.0,0,2.0,0,8.0,0,0,0,4.0,0,4.0,2.0,0,2.0,4.0,10.0,0,0,6.0,0,0,0,14.0,4.0,7.0,0,0,0,0,0,14.0,0,0,0,0,8.0,0,0,0,0,0,5.0,0,0,0
MEG_590|Drugs|betalactams|Class_C_betalactamases|ADC,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_909|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,2.0,2.0,0,0,0,0,0,0,0,2.0,2.0,0,0,4.0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,2.0,2.0,0,2.0,0,2.0,0,0,0
MEG_1638|Drugs|betalactams|Class_A_betalactamases|CBP,4.0,0,0,6.0,2.0,0,2.0,4.0,0,10.0,0,14.0,0,0,0,2.0,0,2.0,0,0,0,4.0,6.0,0,2.0,2.0,2.0,0,0,14.0,7.0,6.0,6.0,0,0,2.0,0,8.0,2.0,0,0,4.0,16.0,0,0,0,0,0,2.0,0,2.0,0
MEG_7447|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,2.0,0,0,11.0,0,0,0,2.0,0,8.0,0,13.0,0,0,0,10.0,0,2.0,0,0,4.0,2.0,16.0,0,0,2.0,0,0,0,10.0,6.0,6.0,15.0,0,0,0,0,12.0,0,0,0,2.0,16.0,2.0,0,0,0,0,2.0,0,4.0,6.0
MEG_7611|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,0,0,0,4.0,0,0,2.0,0,0,0,2.0,10.0,0,0,2.0,0,0,2.0,0,0,0,4.0,4.0,0,2.0,4.0,0,0,0,2.0,4.0,2.0,2.0,0,0,0,0,14.0,0,0,0,0,8.0,2.0,2.0,0,2.0,0,8.0,0,0,0
MEG_888|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6513|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITA,10.0,2.0,8.0,12.0,4.0,4.0,8.0,4.0,6.0,8.0,4.0,28.0,8.0,4.0,6.0,14.0,145.0,10.0,6.0,2.0,8.0,14.0,21.0,7.0,4.0,8.0,0,6.0,0,8.0,14.0,16.0,18.0,2.0,0,4.0,0,13.0,8.0,0,5.0,6.0,23.0,4.0,6.0,2.0,6.0,6.0,14.0,2.0,0,25.0
MEG_7009|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET56,4.0,0,4.0,12.0,0,4.0,8.0,6.0,2.0,8.0,2.0,26.0,2.0,0,2.0,4.0,2.0,4.0,4.0,0,0,6.0,14.0,0,0,6.0,2.0,4.0,0,8.0,8.0,10.0,14.0,0,0,2.0,2.0,12.0,0,0,0,2.0,22.0,4.0,0,4.0,4.0,2.0,6.0,6.0,4.0,4.0
MEG_7960|Drugs|betalactams|Class_C_betalactamases|ADC,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,0,4.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3331|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,0,0
MEG_8385|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,2.0,0,0,2.0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,2.0,0
MEG_1069|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0,0,0,2.0,0,0,0,0,0,0,0,7.0,2.0,0,0,2.0,0,2.0,0,0,2.0,2.0,6.0,0,0,2.0,0,0,0,6.0,4.0,2.0,2.0,0,0,0,0,4.0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0
MEG_8150|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,45.0,7.0,24.0,93.0,29.0,38.0,85.0,49.0,22.0,75.0,24.0,156.0,48.0,15.0,35.0,66.0,125.0,51.0,23.0,6.0,59.0,92.0,122.0,33.0,33.0,75.0,33.0,32.0,0,62.0,75.0,136.0,89.0,22.0,14.0,37.0,2.0,79.0,41.0,2.0,20.0,45.0,193.0,45.0,43.0,20.0,33.0,12.0,57.0,20.0,47.0,37.0
MEG_5628|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,3.0,5.0,3.0,6.0,0,2.0,6.0,2.0,2.0,2.0,0,0,2.0,0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,0,3.0,0,2.0,2.0,4.0,7.0,0,0,2.0,0,2.0,3.0,0,2.0,2.0,10.0,2.0,2.0,0,4.0,0,2.0,2.0,2.0,2.0
MEG_7803|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|VMRA,5.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,8.0,2.0,14.0,2.0,6.0,2.0,8.0,2.0,6.0,2.0,2.0,4.0,10.0,12.0,2.0,0,4.0,2.0,2.0,0,14.0,8.0,8.0,2.0,3.0,2.0,4.0,0,8.0,4.0,0,2.0,2.0,19.0,6.0,4.0,0,6.0,0,6.0,5.0,4.0,4.0
MEG_6716|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_4658|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
MEG_1017|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,4.0,0,2.0,4.0,0,0,0,0,0,8.0,0,31.0,2.0,0,0,11.0,0,21.0,0,0,2.0,38.0,246.0,4.0,0,78.0,0,0,0,8.0,21.0,129.0,4.0,0,0,0,0,27.0,0,0,0,0,47.0,4.0,2.0,0,2.0,0,11.0,2.0,8.0,2.0
MEG_2072|Metals|Copper_resistance|Copper_resistance_regulator|COPR,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,5.0,20.0,4.0,2.0,2.0,2.0,0,4.0,2.0,0,4.0,6.0,6.0,2.0,4.0,10.0,4.0,2.0,0,6.0,9.0,6.0,11.0,0,2.0,2.0,0,11.0,2.0,0,2.0,2.0,20.0,3.0,4.0,2.0,2.0,2.0,6.0,2.0,2.0,4.0
MEG_7371|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,4.0,0,0,2.0,0,0,0,0,0,4.0,0,14.0,4.0,0,0,2.0,0,4.0,0,0,4.0,6.0,4.0,0,0,2.0,2.0,0,0,10.0,8.0,4.0,4.0,0,0,0,0,6.0,0,0,0,0,15.0,2.0,0,0,0,0,0,0,0,0
MEG_5935|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,13.0,0,6.0,38.0,6.0,7.0,1.0,6.0,0,11.0,0,29.0,10.0,0,1.0,12.0,11.0,10.0,0,0,4.0,30.0,40.0,1.0,2.0,19.0,5.0,0,0,24.0,14.0,39.0,17.0,2.0,0,10.0,0,21.0,0,0,0,9.0,31.0,4.0,1.0,3.0,4.0,0,7.0,2.0,6.0,3.0
MEG_7987|Drugs|betalactams|Class_B_betalactamases|BLAB,2.0,0,0,2.0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,2.0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_8651|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,3.0,0,0,0,0,0,0,5.0,0,2.0,0,13.0,0,2.0,0,8.0,0,10.0,0,0,8.0,20.0,25.0,2.0,2.0,20.0,0,3.0,0,14.0,31.0,46.0,6.0,2.0,0,0,0,15.0,0,0,0,5.0,40.0,2.0,0,2.0,0,3.0,13.0,0,2.0,2.0
MEG_7595|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,0,0,0,2.0,0,0,0,6.0,0,2.0,0,2.0,0,2.0,0,0,0,2.0,0,0,0,2.0,4.0,0,0,4.0,0,0,0,14.0,4.0,4.0,8.0,0,0,0,0,10.0,0,0,0,2.0,10.0,0,0,4.0,0,0,4.0,2.0,2.0,0
MEG_3506|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,4.0,0,0,4.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,2.0,0,4.0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,0,0,0,4.0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0
MEG_5888|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,2.0,0,2.0,0,0,0,2.0,8.0,0,13.0,0,6.0,2.0,2.0,2.0,2.0,16.0,6.0,5.0,0,8.0,3.0,5.0,1.0,0,2.0,2.0,0,0,2.0,8.0,6.0,24.0,1.0,0,0,0,4.0,2.0,0,0,0,24.0,3.0,1.0,2.0,4.0,0,2.0,2.0,4.0,2.0
MEG_5314|Drugs|betalactams|Class_A_betalactamases|OXY,0,0,0,2.0,0,0,0,0,0,6.0,0,2.0,2.0,0,4.0,0,0,2.0,0,0,4.0,0,2.0,2.0,2.0,2.0,0,0,0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,2.0,0
MEG_5923|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4667|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,0,0,10.0,0,2.0,0,0,0,2.0,0,4.0,4.0,0,2.0,6.0,0,0,0,0,4.0,8.0,5.0,0,0,4.0,0,0,0,8.0,4.0,9.0,4.0,0,0,0,0,8.0,0,0,0,2.0,10.0,0,0,0,4.0,0,2.0,2.0,0,2.0
MEG_2704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA,33.0,0,6.0,42.0,6.0,4.0,2.0,2.0,0,4.0,2.0,14.0,35.0,2.0,2.0,6.0,0,4.0,2.0,0,0,10.0,16.0,0,4.0,4.0,2.0,2.0,0,10.0,4.0,40.0,14.0,0,0,11.0,0,23.0,4.0,0,2.0,13.0,14.0,4.0,2.0,0,0,2.0,4.0,6.0,5.0,0
MEG_1138|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3546|Drugs|betalactams|Class_A_betalactamases|LEN,6.0,0,2.0,6.0,0,0,2.0,2.0,2.0,8.0,2.0,2.0,0,0,0,0,0,4.0,2.0,0,2.0,0,2.0,2.0,0,2.0,0,0,0,0,2.0,0,0,0,0,4.0,0,0,0,0,0,0,4.0,0,2.0,0,6.0,0,4.0,0,0,0
MEG_8719|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,2.0,0,2.0,4.0,0,0,0,52.0,0,96.0,2.0,8.0,0,0,0,4.0,0,2.0,0,0,3.0,0,5.0,0,0,6.0,0,0,0,10.0,10.0,13.0,182.0,0,0,0,0,19.0,0,0,2.0,17.0,13.0,4.0,0,0,2.0,0,8.0,2.0,4.0,30.0
MEG_3750|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,70.0,24.0,67.0,111.0,62.0,64.0,114.0,69.0,49.0,70.0,40.0,140.0,62.0,42.0,58.0,74.0,394.0,78.0,34.0,13.0,84.0,65.0,105.0,59.0,26.0,79.0,41.0,65.0,0,87.0,86.0,110.0,101.0,19.0,33.0,62.0,3.0,59.0,60.0,8.0,42.0,63.0,189.0,75.0,30.0,26.0,56.0,21.0,68.0,29.0,43.0,72.0
MEG_7297|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TTGT,10.0,4.0,11.0,18.0,4.0,6.0,11.0,8.0,2.0,24.0,10.0,34.0,8.0,2.0,8.0,13.0,2.0,16.0,4.0,4.0,8.0,12.0,19.0,0,8.0,14.0,5.0,2.0,0,22.0,14.0,20.0,19.0,0,10.0,6.0,0,6.0,7.0,2.0,4.0,6.0,33.0,11.0,8.0,2.0,8.0,4.0,11.0,6.0,10.0,7.0
MEG_3040|Drugs|betalactams|Class_C_betalactamases|FOX,2.0,2.0,4.0,6.0,0,0,2.0,0,0,8.0,0,16.0,3.0,2.0,0,2.0,2.0,13.0,0,0,5.0,10.0,6.0,0,2.0,2.0,2.0,0,0,2.0,7.0,13.0,10.0,0,0,0,0,4.0,2.0,0,0,0,18.0,2.0,4.0,0,2.0,0,4.0,0,4.0,2.0
MEG_4487|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,85.0,5.0,64.0,873.0,163.0,241.0,58.0,49.0,0,260.0,0,353.0,114.0,5.0,30.0,123.0,0,123.0,4.0,0,115.0,245.0,475.0,20.0,58.0,184.0,28.0,9.0,0,94.0,106.0,321.0,139.0,2.0,2.0,307.0,0,97.0,4.0,0,2.0,187.0,502.0,169.0,15.0,57.0,32.0,10.0,81.0,12.0,92.0,31.0
MEG_3962|Drugs|betalactams|Class_C_betalactamases|MIR,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,4.0,6.0,0,2.0,0,0,0,0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,4.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,10.0,6.0,30.0,43.0,16.0,20.0,36.0,80.0,10.0,113.0,16.0,83.0,25.0,13.0,16.0,45.0,87.0,29.0,23.0,2.0,51.0,37.0,50.0,12.0,18.0,36.0,22.0,10.0,0,41.0,34.0,47.0,224.0,29.0,6.0,12.0,0,30.0,28.0,0,12.0,14.0,122.0,47.0,29.0,10.0,29.0,9.0,24.0,27.0,58.0,110.0
MEG_8653|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,4.0,0,8.0,8.0,5.0,6.0,10.0,7.0,4.0,6.0,4.0,27.0,2.0,2.0,6.0,14.0,0,4.0,4.0,2.0,8.0,8.0,17.0,7.0,2.0,12.0,6.0,6.0,2.0,18.0,10.0,15.0,7.0,2.0,2.0,4.0,0,8.0,4.0,0,0,6.0,33.0,5.0,2.0,0,8.0,2.0,6.0,2.0,4.0,4.0
